
ZIP                                                         , NUMB                        
"98110"                                                     ,    4                        
"98112"                                                     ,    4                        
"98115"                                                     ,    5                        
"98116"                                                     ,    2                        
"98117"                                                     ,    3                        
"98118"                                                     ,    1                        
"98122"                                                     ,    1                        
"98125"                                                     ,    3                        
"98133"                                                     ,    2                        
"98144"                                                     ,    2                        
"98155"                                                     ,    1                        
"98166"                                                     ,    1                        
"98178"                                                     ,    1                        
"98221"                                                     ,    1                        
"98225"                                                     ,    4                        
"98229"                                                     ,    2                        
"98233"                                                     ,    1                        
"98236"                                                     ,    1                        
"98245"                                                     ,    2                        
"98262"                                                     ,    1                        
"98296"                                                     ,    1                        
"98333"                                                     ,    1                        
"98335"                                                     ,    3                        
"98368"                                                     ,    1                        
"98382"                                                     ,    1                        
"98387"                                                     ,    1                        
"98404"                                                     ,    1                        
"98405"                                                     ,    1                        
"98406"                                                     ,    2                        
"98407"                                                     ,    1                        
"98444"                                                     ,    1                        
"98467"                                                     ,    1                        
"98498"                                                     ,    1                        
"98501"                                                     ,    2                        
"98502"                                                     ,    1                        
"98584"                                                     ,    1                        
"98607"                                                     ,    2                        
"98626"                                                     ,    1                        
"98629"                                                     ,    1                        
"98642"                                                     ,    1                        
"98648"                                                     ,    3                        
"98661"                                                     ,    1                        
"98662"                                                     ,    2                        
"98663"                                                     ,    1                        
"98665"                                                     ,    1                        
"98671"                                                     ,    2                        
"98684"                                                     ,    1                        
"98814"                                                     ,    1                        
"98826"                                                     ,    1                        
"98901"                                                     ,    1                        
"99205"                                                     ,    1                        
"99362"                                                     ,    2                        
"99501"                                                     ,    1                        
"99507"                                                     ,    2                        
"99517"                                                     ,    2                        
"99709"                                                     ,    2                        
"99801"                                                     ,    1                        
"99824"                                                     ,    1                        
"Accra,  Ghana"                                             ,    1                        
"Aizuwakamatsu-Shi,  Japan"                                 ,    1                        
"Antananarivo,  Madagascar"                                 ,    1                        
"Antwerp,  Belgium"                                         ,    1                        
"Banff, AB Canada"                                          ,    1                        
"Bangalore,  India"                                         ,    3                        
"Barcelona,  Spain"                                         ,    1                        
"Beijing Shi,  China"                                       ,    1                        
"Beijing,  China"                                           ,   22                        
"Berlin,  Germany"                                          ,    1                        
"Binefar,  Spain"                                           ,    1                        
"Cairo,  Egypt"                                             ,    1                        
"Chandigarh,  India"                                        ,    1                        
"Changshu,  China"                                          ,    1                        
"Chengdu Shi,  China"                                       ,    2                        
"Chengdu,  China"                                           ,    2                        
"Chennai,  India"                                           ,    1                        
"Chongqing,  China"                                         ,    1                        
"Ciudad de Mexico,  Mexico"                                 ,    1                        
"Coyoacan,  Mexico"                                         ,    1                        
"Dachengjun,  China"                                        ,    1                        
"Danjiangkou Hubei,  China"                                 ,    1                        
"Dhaka,  Bangladesh"                                        ,    1                        
"Double Bay,  Australia"                                    ,    1                        
"Dubai,  United Arab Emirates"                              ,    1                        
"East Bergholt,  United Kingdom"                            ,    1                        
"Gangnam-gu,  South Korea"                                  ,    1                        
"Gurgaon,  India"                                           ,    1                        
"Ha Noi,  Vietnam"                                          ,    1                        
"Haicheng,  China"                                          ,    1                        
"Hangzhou,  China"                                          ,    1                        
"Hereford,  United Kingdom"                                 ,    1                        
"Ho Chi Minh City,  Vietnam"                                ,    1                        
"Hong Kong,  Hong Kong"                                     ,    1                        
"Hyderabad,  India"                                         ,    1                        
"Ikoyi,  Nigeria"                                           ,    1                        
"Istanbul,  Turkey"                                         ,    1                        
"Jakarta,  Indonesia"                                       ,    1                        
"Jeonju,  South Korea"                                      ,    1                        
"Jinan Shandong,  China"                                    ,    1                        
"Jinan,  China"                                             ,    1                        
"Karachi,  Pakistan"                                        ,    1                        
"Kathmandu Bagmati,  Nepal"                                 ,    1                        
"Kathmandu,  Nepal"                                         ,    1                        
"Kolkata,  India"                                           ,    1                        
"Kunming,  China"                                           ,    1                        
"Kyoto,  Japan"                                             ,    1                        
"Leamington Spa,  United Kingdom"                           ,    1                        
"Lewes,  United Kingdom"                                    ,    1                        
"London,  United Kingdom"                                   ,    1                        
"Longgang Guangdong,  China"                                ,    1                        
"Longyan Fujian,  China"                                    ,    1                        
"Madrid,  Spain"                                            ,    1                        
"Mahottari,  Nepal"                                         ,    1                        
"Makati City,  Philippines"                                 ,    1                        
"Mid-Levels,  Hong Kong"                                    ,    1                        
"Miguel Hidalgo,  Mexico"                                   ,    1                        
"Mumbai,  India"                                            ,    2                        
"Mytishchi,  Russia"                                        ,    1                        
"Nairobi,  Kenya"                                           ,    1                        
"Nam Dinh,  Vietnam"                                        ,    1                        
"Nanjing, Jiangsu,  China"                                  ,    1                        
"Nanning Shi,  China"                                       ,    1                        
"Nashik Maharashtra ,  India"                               ,    1                        
"Natore,  Bangladesh"                                       ,    1                        
"New Delhi,  India"                                         ,    2                        
"Newtown,  Australia"                                       ,    1                        
"Ningbo Zhejiang,  China"                                   ,    1                        
"Pune,  India"                                              ,    1                        
"Quenington,  United Kingdom"                               ,    1                        
"Rio De Janeiro,  Brazil"                                   ,    1                        
"Ruian,  China"                                             ,    1                        
"Sao Paulo,  Brazil"                                        ,    1                        
"Seoul,  South Korea"                                       ,    3                        
"Shanghai Shi,  China"                                      ,    1                        
"Shanghai,  China"                                          ,   14                        
"Shashmane,  Ethiopia"                                      ,    1                        
"Shenzhen Guangdong,  China"                                ,    1                        
"Silverton, BC Canada"                                      ,    1                        
"Suzhou,  China"                                            ,    3                        
"Sydney,  Australia"                                        ,    1                        
"Taipei City,  Taiwan"                                      ,    1                        
"Tbilisi,  Georgia"                                         ,    1                        
"Tianjin Shi,  China"                                       ,    1                        
"Tianjin,  China"                                           ,    2                        
"Toronto, ON Canada"                                        ,    1                        
"Urumqi Xinjiang,  China"                                   ,    1                        
"Vancouver, BC Canada"                                      ,    1                        
"Vinh,  Vietnam"                                            ,    1                        
"West Vancouver, BC Canada"                                 ,    2                        
"Wuhan Shi,  China"                                         ,    1                        
"Wuxi,  China"                                              ,    1                        
"Zapopan,  Mexico"                                          ,    1                        
"Zhubei City,  Taiwan"                                      ,    1                        
